uid,facname,factype,latitude,longitude
105903,High School For Dual Language And Asian Studies,High school - Public,40.717341,-73.989323
3313,Success Academy Charter School-NYC 4,Charter School,40.603975,-73.749453
114493,"Science Skills Center High School For Science, Technology And The Creative Arts",High school - Public,40.697378,-73.984527
104930,School For Environmental Citizenship,Elementary School - Public,40.855331,-73.903211
95936,Midwood High School,High school - Public,40.632352,-73.953753
64696,P.S. 212,Elementary School - Public,40.753132,-73.88463
6013,Achievement First Bushwick Charter,Charter School,40.697694,-73.919288
181649,Schuylerville Preparatory High School,High school - Public,40.839941,-73.83914
122535,Jhs 47 Annex,Special Education School,40.736996,-73.978086
68902,P.S. 014 Fairview,Elementary School - Public,40.742996,-73.876177
64768,P.S. 069 Jackson Heights,Elementary School - Public,40.748834,-73.888591
77321,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary School - Public,40.688119,-73.924395
30123,Success Academy Charter School - Harlem 1,K-12 all grades School - Charter,40.802637,-73.95414
81022,P.S. 111 Jacob Blackwell,K-8 School - Public,40.758566,-73.939179
125837,Icahn Charter School 7,K-8 School - Charter,40.82213,-73.877097
137060,P.S. 048 P.O. Michael J. Buczek,Elementary School - Public,40.853378,-73.933563
105945,Great Oaks Charter School,Charter School,40.71985,-73.991691
123829,P.S. 018 Park Terrace,K-8 School - Public,40.871456,-73.911746
112873,"City Polytechnic High School Of Engineering, Architecture, And Technology",High school - Public,40.695434,-73.985607
165268,P.S. 026 Rufus King,Elementary School - Public,40.736543,-73.777894
109735,P.S./I.S. 113 Anthony J. Pranzo,K-8 School - Public,40.705432,-73.861669
57852,Hillcrest High School,High school - Public,40.709656,-73.802665
136789,PS 169 (Ecf),Special Education School,40.780823,-73.955578
125839,Icahn Charter School 7,Charter School,40.821962,-73.877008
154876,Ivy Hill Prep Charter School,Charter School,40.681968,-73.873585
122308,P.S. 073 Bronx,Elementary School - Public,40.832577,-73.926505
102521,Urban Action Academy,High school - Public,40.640434,-73.898504
116220,P.S. 226,Elementary School - Public,40.855491,-73.916188
122308,P.S. 073 Bronx,Elementary School - Public,40.832577,-73.926505
58101,P.S. 143 Louis Armstrong,Elementary School - Public,40.755801,-73.855963
107671,Bronx Collegiate Academy,High school - Public,40.839581,-73.911303
77524,Community Partnership Cs-Annex,Charter School,40.69067,-73.949832
19170,Academy For New Americans,Junior High-Intermediate-Middle School - Public,40.766943,-73.923099
7505,P.S. 110 The Monitor,Elementary School - Public,40.723657,-73.942029
181440,Elementary School,Elementary School,40.746092,-73.92065
94521,Excellence Boys Char Sch-Bed Stuy,Charter School,40.683441,-73.925899
163265,School Of Science & Technology,Elementary School - Public,40.635883,-73.957982
160826,P.S. 242 - The Young Diplomats Magnet Academy,Elementary School - Public,40.806152,-73.948418
123683,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle School - Public,40.874999,-73.831748
32237,P.S. 018 Edward Bush,Elementary School - Public,40.710834,-73.946918
103384,I.S. 392,Junior High-Intermediate-Middle School - Public,40.66538,-73.917894
95504,P.S. 095 Eastwood,Elementary School - Public,40.711093,-73.783296000000007
75470,P.S. 083 Donald Hertz,K-8 School - Public,40.84918,-73.858871
79090,Compass Charter School,Elementary School - Charter,40.688532,-73.971473
109850,Harlem Link Charter School,Charter School,40.798328,-73.949348
110853,Brooklyn Lab School,High school - Public,40.69302,-73.869078
122627,Explore Envision Charter School,Charter School,40.704091,-73.986694
8679,Crotona International High School,High school - Public,40.855248,-73.882505
86916,Unity Prep Charter Sch Of Brooklyn,Charter School,40.685308,-73.973489
82801,P.S. X014 Senator John Calandra,Elementary School - Public,40.835279,-73.825898
8561,M.S. 224 Manhattan East School For Arts & Academics,Junior High-Intermediate-Middle School - Public,40.785119,-73.942246
47710,Achievement First Charter School 10,Charter School,40.677396,-73.941936
5793,Kings Collegiate Charter School,K-8 School - Charter,40.671267,-73.91808
54827,Brooklyn Prospect Charter-Csd 13,Charter School,40.691474,-73.969691
8487,P.S. 070 Max Schoenfeld,Elementary School - Public,40.844409,-73.90801
101603,"Urban Assembly School For Media Studies, The",High school - Public,40.7749,-73.98563
74967,Future Academic High School,Academic High School,40.851067,-73.864993
64695,Renaissance Charter School,Charter School,40.749928,-73.884825
27044,I.S. 192 The Linden,Junior High-Intermediate-Middle School - Public,40.705713,-73.752764
109473,P.S. 017 Henry D. Woodworth,Elementary School - Public,40.715257,-73.957076
129417,Success Academy Harlem Central Middl,Charter School,40.816213,-73.953495
61343,The Science And Medicine Middle School,Junior High-Intermediate-Middle School - Public,40.647413,-73.891763
170662,Urban Dove Team Charter School II,Charter School,40.82084,-73.904997
192741,Academic High School,Academic High School,40.831809,-73.827637
97533,New Visions Charter High School For The Humanities,High school - Charter,40.877239,-73.91312
177334,Bronx Charter School For The Arts Ms,Charter School,40.820829,-73.880771
121627,Public School,Public School,40.706232,-74.012433
113278,Pave Academy Charter School,Charter School,40.675945,-74.003845
109982,"P.S. 279 Captain Manuel Rivera, Jr.",K-8 School - Public,40.857266,-73.903176
107575,PS 46 & Playground (Jop),Elementary School,40.744776,-73.757248
94481,Success Academy Charter School-NYC 8,Charter School,40.648786,-73.957498
72187,P.S. 099 Kew Gardens,Elementary School - Public,40.711545,-73.827686
103308,P.S. 125 Ralph Bunche,Elementary School - Public,40.810789,-73.956097
137060,P.S. 048 P.O. Michael J. Buczek,Elementary School - Public,40.853378,-73.933563
110851,Multicultural High School,High school - Public,40.69302,-73.869078
131574,Collaborative Arts Middle School,Junior High-Intermediate-Middle School - Public,40.664994,-73.759252
105717,P.S. 110 Theodore Schoenfeld,Elementary School - Public,40.835036,-73.900576
99295,Astor Collegiate Academy,High school - Public,40.860381,-73.860302
63232,P.S. 108 Philip J. Abinanti,Elementary School - Public,40.85456,-73.852929
162733,Success Academy Charter-Myrtle Ave,Charter School,40.697634,-73.947722
68902,P.S. 014 Fairview,Elementary School - Public,40.741012,-73.854397
161500,P.S. 254 Dag Hammarskjold,Elementary School - Public,40.590862,-73.951476
70668,P.S. 144 Col Jeromus Remsen,Elementary School - Public,40.714978,-73.852848
8409,P.S. 101 School In The Gardens,Elementary School - Public,40.715548,-73.843461
87059,Unity Prep Charter School,Secondary School - Charter,40.686234,-73.940939
72512,Success Academy Charter School-NYC 7,Charter School,40.684229,-73.873184
171134,PS 241-Outdoor Space Addition,Elementary School,40.801955,-73.956107
169006,Benjamin Banneker Academy,High school - Public,40.69546,-73.968774
119118,Metropolitan Diploma Plus High School,High school - Public,40.655764,-73.906688
103627,P.S. 094 Kings College School,Elementary School - Public,40.880936,-73.875001
32250,P.S. 250 George H. Lindsay,Elementary School - Public,40.706779,-73.945522
95545,Bronx Lighthouse Charter School,Charter School,40.8232,-73.897369
78801,North Bronx School Of Empowerment,Junior High-Intermediate-Middle School - Public,40.880665,-73.860114
82728,P.S. 191 Paul Robeson,Elementary School - Public,40.671804,-73.924209
112144,Atmosphere Charter School Annex,Charter School,40.887985,-73.912876
85544,P.S. 209 Margaret Mead,K-8 School - Public,40.586685,-73.961491
115579,"Facing History School, The",High school - Public,40.765673,-73.993167
86239,P.S. 007 Samuel Stern,K-8 School - Public,40.80079,-73.939341
122207,Proposed Site For PS 213,Elementary School,40.780881,-73.947584
88694,East Flatbush Community Research School,Junior High-Intermediate-Middle School - Public,40.658896,-73.928745
30123,Success Academy Charter School - Harlem 1,K-12 all grades School - Charter,40.802666,-73.948151
161508,P.S. 020 John Bowne,Elementary School - Public,40.758453,-73.82403
21644,PS 94,Elementary School,40.883588,-73.89042
90263,Concord Alt HS (Old PS 12),Alternative High School,40.6108,-74.086785
90303,I.S. 141 The Steinway,Junior High-Intermediate-Middle School - Public,40.775758,-73.904559
118145,P.S. 126 Jacob August Riis,K-8 School - Public,40.710454,-73.997014
134190,P.S. 188 The Island School,K-8 School - Public,40.719872,-73.977359
83547,Longwood Preparatory Academy,High school - Public,40.817751,-73.897862
95504,P.S. 095 Eastwood,Elementary School - Public,40.711093,-73.783296000000007
129524,Hunters Point Community Middle School,Junior High-Intermediate-Middle School - Public,40.742727,-73.959373
102505,Leadership Prep Canarsie Charter School (Leadership Prep Cs 4),K-8 School - Charter,40.643221,-73.895665
83277,P.S./I.S. 116 William C. Hughley,K-8 School - Public,40.700756,-73.781784
182301,NY French-American Charter School,Charter School,40.807422,-73.954309
31542,Bedford Stuyvesant Collegiate Charter School,Secondary School - Charter,40.687938,-73.932374
54043,P.S. 122 Mamie Fay,K-8 School - Public,40.780364,-73.915951
103321,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle School - Public,40.703213,-73.948499
118658,Leadership And Public Service High School,High school - Public,40.708976,-74.012473
83372,New Explorers High School,High school - Public,40.822036,-73.923397
160484,Success Academy Charter-Hudson Yards,Charter School,40.758976,-73.996389
77001,University Prep Charter High School,High school - Charter,40.814736,-73.91205
73213,Emma Lazarus High School,High school - Public,40.716236,-73.993602
61600,Hyde Leadership Charter School- Brooklyn,Elementary School - Charter,40.667786,-73.898196
77054,P.S. 161 Juan Ponce De Leon School,Elementary School - Public,40.814577,-73.90523
94486,Academy Of Hospitality And Tourism,High school - Public,40.649579,-73.957105
133943,P.S. 163 Alfred E. Smith,Elementary School - Public,40.794873,-73.968543
94477,M.S. 246 Walt Whitman,Junior High-Intermediate-Middle School - Public,40.648341,-73.953423
90422,Bell Academy,Junior High-Intermediate-Middle School - Public,40.782469,-73.778473
61503,Achievement First E NY Charter Sch,Charter School,40.663882,-73.893277
39890,P.S. 011 Kathryn Phelan,Elementary School - Public,40.746017,-73.909203
69965,P.S. 176 Cambria Heights,Elementary School - Public,40.684892,-73.729728
135872,Academy Of Applied Mathematics And Technology,Junior High-Intermediate-Middle School - Public,40.810208,-73.918450000000007
115297,Democracy Prep Charter School,Charter School,40.813177,-73.937598
82256,P.S. 129 Patricia Larkin,Elementary School - Public,40.790093,-73.839618
41310,P.S. 197 John B. Russwurm,Elementary School - Public,40.813302,-73.93783
118025,Goldie Maple Academy,K-8 School - Public,40.594328,-73.786716
136179,East Fordham Academy For The Arts,Junior High-Intermediate-Middle School - Public,40.859479,-73.900501
30123,Success Academy Charter School - Harlem 1,K-12 all grades School - Charter,40.802666,-73.948151
8460,Morris Academy For Collaborative Studies,High school - Public,40.82726,-73.903853
162167,New Visions Charter HS-Humanities II,Charter School,40.810405,-73.907316
8439,New Visions Charter High School For Advanced Math And Science II,High school - Charter,40.821714,-73.90282
95832,Waterside Children's Studio School,Elementary School - Public,40.580949,-73.83137
137064,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle School - Public,40.850655,-73.934687
103452,Quest To Learn,Secondary School - Public,40.743356,-74.0025
153650,P.S. 093 William H. Prescott,Elementary School - Public,40.678911,-73.946506
45068,Middle College High School At Laguardia Community College,High school - Public,40.743283,-73.933339
106910,New Visions Charter HS-Humanities Iv,Charter School,40.586362,-73.822824
26773,Far Rockaway HS & Athletic Fld,Academic High School,40.601609,-73.763952
83579,Bronx Haven High School,High school - Public,40.818635,-73.91989
5934,P.S. 075 Mayda Cortiella,Elementary School - Public,40.693164,-73.921143
1881,P.S. 052 Queens,Elementary School - Public,40.661409,-73.766828
105910,Lower Manhattan Arts Academy,High school - Public,40.717341,-73.989323
111142,P.S. 004 Duke Ellington,Elementary School - Public,40.834772,-73.941255
110808,Central Park East II,K-8 School - Public,40.795047,-73.947862
170189,The Christa Mcauliffe School\I.S. 187,Junior High-Intermediate-Middle School - Public,40.627874,-74.00394
60477,P.S. 091 The Albany Avenue School,Elementary School - Public,40.66173,-73.940385
73297,P.S. 105 Sen Abraham Bernstein,Elementary School - Public,40.852792,-73.86628
73103,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle School - Public,40.827173,-73.829173
7446,P.S. 194 Raoul Wallenberg,Elementary School - Public,40.597352,-73.934066
163305,The Urban Assembly School For Collaborative Healthcare,High school - Public,40.69302,-73.869078
75909,P.S. 166 Henry Gradstein,Elementary School - Public,40.757497,-73.926243
75706,P.S. 102 The Bayview,Elementary School - Public,40.634318,-74.028946
101586,High School Of Arts And Technology,High school - Public,40.7749,-73.98563
90875,Ebbets Field Middle School,Junior High-Intermediate-Middle School - Public,40.664913,-73.959596
77670,P.S. 019 Marino Jeantet,Elementary School - Public,40.748949,-73.866949
78896,Brooklyn High School For Law And Technology,High school - Public,40.688453,-73.920812
5019,P.S. 160 William T. Sampson,Elementary School - Public,40.636928,-73.999038
79927,Brooklyn Science And Engineering Academy,Junior High-Intermediate-Middle School - Public,40.647931,-73.925575
117522,IS 75,Intermediate School,40.544347,-74.197203
106908,Channel View School For Research,Secondary School - Public,40.586574,-73.823593
95951,Brooklyn College Academy,High school - Public,40.649189,-73.971996
24038,Amber Charter School Kingsbridge,Charter School,40.880766,-73.90712
47468,Renaissance High School For Musical Theater & Technology,High school - Public,40.839941,-73.83914
91280,Jamaica Children's School,Elementary School - Public,40.69399,-73.79091
5205,Brooklyn Academy High School,High school - Public,40.684611,-73.947965
83699,P.S. 110 Florence Nightingale,Elementary School - Public,40.715287,-73.979988
115500,PS 32 Mini-School,Special Education School,40.554432,-74.14824
73294,Bronx Prep Charter School,Charter School,40.839167,-73.900059
144958,Success Academy Charter-Harlem 1,Charter School,40.802871,-73.948074
137200,Mott Haven Academy Charter School,Charter School,40.806342,-73.920963
4166,P.S. 001 The Bergen,Elementary School - Public,40.649221,-74.0117
92722,The Children's Lab School,Elementary School - Public,40.741978,-73.922274
104736,Creedmoor Hospital,Elementary School,40.735632,-73.727896
83625,P.S. 261 Philip Livingston,Elementary School - Public,40.687125,-73.988398
80337,P.S./ IS 178 Holliswood,K-8 School - Public,40.724446,-73.776965
111197,Boys Preparatory Charter School Of New York,Elementary School - Charter,40.818818,-73.868568
41790,P.S. 041 Francis White,K-8 School - Public,40.660217,-73.906869
100099,The New American Academy At Roberto Clemente State Park,Elementary School - Public,40.853069,-73.920738
123836,Elementary School,Elementary School,40.871685,-73.911914
41918,P.S. 177 The Marlboro,Elementary School - Public,40.608276,-73.97447
116719,P.S. 111 Adolph S. Ochs,Elementary School - Public,40.765834,-73.989631
63836,P.S. 234,Elementary School - Public,40.766943,-73.923099
107580,P.S. 159 Isaac Pitkin,Elementary School - Public,40.67602,-73.869675
99549,Coney Island Preparatory Public Charter School,K-12 all grades School - Charter,40.582486,-73.972165
74244,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle School - Public,40.73742,-73.794488
97523,In-Tech Academy (M.S. / High School 368),Secondary School - Public,40.879004,-73.911491
102468,Achievement First Aspire Charter,Charter School,40.666102,-73.8763
109876,J.H.S. 078 Roy H. Mann,Junior High-Intermediate-Middle School - Public,40.620798,-73.913059
117154,P.S. 205 Clarion,Elementary School - Public,40.61484,-73.986979
109475,Williamsburg Preparatory School,High school - Public,40.715528,-73.954876
1916,P.S. 155,Elementary School - Public,40.679284,-73.810181
75659,Achievement First East NY 2,Charter School,40.683395,-73.877248
34122,Sixth Avenue Elementary School,Elementary School - Public,40.73889,-73.99518
61533,P.S. 190 Sheffield,Elementary School - Public,40.662254,-73.894755
83209,P.S. 116 Mary Lindley Murray,Elementary School - Public,40.744494,-73.977764
101788,P.S. 306 Ethan Allen,Elementary School - Public,40.655226999999996,-73.886484
104739,"Queens High School Of Teaching, Liberal Arts And The Sciences",High school - Public,40.744457,-73.728866
7232,Northside Charter High School,High school - Charter,40.719672,-73.948025
137766,P.S. 003 Charrette School,Elementary School - Public,40.732613,-74.005963
91388,PS 17,Special Education School,40.835843,-73.887207
112920,Speacial Ed School P.S 721,Special Education School,40.735773,-73.867963
117512,P.S. 087 William Sherman,Elementary School - Public,40.781776,-73.977969
26828,P.S. 230 Doris L. Cohen,Elementary School - Public,40.645477,-73.980479
61303,Explore Excel Charter School,K-8 School - Charter,40.642691,-73.907905
61729,FDNY - Captain Vernon A. Richards High School For Fire And Life Safety,High school - Public,40.666862,-73.895127
109839,The Alain L. Locke Magnet School For Environmental Stewardship,Elementary School - Public,40.798458,-73.949953
105030,High School For Teaching And The Professions,High school - Public,40.870225,-73.89707
5408,Brooklyn Emerging Leaders Academy Cs,Charter School,40.691179,-73.933514
21029,IS 254,Intermediate School,40.85842,-73.890252
92482,Expeditionary Learning School For Community Leaders,High school - Public,40.593591,-73.986157
78867,P.S./I.S. 137 Rachel Jean Mitchell,K-8 School - Public,40.682239,-73.916729
5054,P.S. 003 The Bedford Village,Elementary School - Public,40.682383,-73.955299
81287,Spruce Street School,K-8 School - Public,40.710899,-74.005611
80085,Preparatory Academy For Writers: A College Board School,Secondary School - Public,40.668078,-73.757867
99221,Martin Van Buren High School,High school - Public,40.733769,-73.739231
63393,P.S. 097 Bronx,Elementary School - Public,40.863149,-73.84681
69848,P.S. 239,Elementary School - Public,40.69935,-73.903946
59676,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle School - Public,40.839358,-73.935707
124537,P.S. 186 Castlewood,Elementary School - Public,40.749645,-73.721451
103461,Manhattan Business Academy,High school - Public,40.743356,-74.0025
149982,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle School - Public,40.706742,-73.919719
115065,Lighthouse Elementary School,Elementary School - Public,40.594606,-73.767023
125833,P.S. 093 Albert G. Oliver,Elementary School - Public,40.82213,-73.877097
62820,P.S. 536,Elementary School - Public,40.838197,-73.866045
110872,Park East High School,High school - Public,40.790186,-73.944092
100150,Baychester Academy,Elementary School - Public,40.881288,-73.839422
39682,New Dawn Charter High School,Charter School,40.682995,-73.990485
177979,American Dream Charter Annex (The),Charter School,40.808812,-73.921783
138659,Emolior Academy,Junior High-Intermediate-Middle School - Public,40.839331,-73.879765
56164,Success Academy Charter-Bronx 1,Charter School,40.813412,-73.925995
164903,P.S. 287 Bailey K. Ashford,Elementary School - Public,40.697851,-73.981008
161255,Equity Project Charter School -,Charter School,40.850924,-73.93514
72836,James Madison High School,High school - Public,40.610092,-73.947975
154529,P.S. 118 Lorraine Hansberry,Elementary School - Public,40.703325,-73.765322
112543,Uncommon Preparatory Charter High Sc,Charter School,40.633717,-73.917621
23116,Glen Oaks Athletic Field,Academic High School,40.743785,-73.726412
72114,P.S. 044 David C. Farragut,Elementary School - Public,40.842595,-73.890993
137911,P.S. 008 Isaac Varian,Elementary School - Public,40.872356,-73.883358
92400,P.S. 071 Rose E. Scala,K-8 School - Public,40.845484,-73.829628
72514,Success Academy Charter School-NYC 3,Charter School,40.684198,-73.87367
76563,Democracy Prep Lower Charter School,Charter School,40.815155,-73.945692
104422,P.S. 346 Abe Stark,Elementary School - Public,40.646753,-73.881845
193431,Brooklyn Urban Garden Charter School,Charter School,40.656367,-73.982522
9313,NYC Ischool,High school - Public,40.72465,-74.005036
72187,P.S. 099 Kew Gardens,Elementary School - Public,40.71012,-73.827713
62383,Bronx Career And College Preparatory High School,High school - Public,40.827356,-73.900616
25548,Learners And Leaders,Elementary School - Public,40.706859,-73.914995
63820,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle School - Public,40.75654,-73.932632
62787,PS 88,Elementary School,40.837034,-73.913487
122551,P.S. 107 John W. Kimball,Elementary School - Public,40.663001,-73.981149
105039,P.S. 086 Kingsbridge Heights,Elementary School - Public,40.869753,-73.898141
107411,P.S. 205 Alexander Graham Bell,Elementary School - Public,40.73776,-73.756248
140408,PS 50 Playground & Mini School,Elementary School,40.695277,-73.806152
73231,P.S. 023 Carter G. Woodson,Elementary School - Public,40.694428,-73.947678
103074,P.S. 083 Luis Munoz Rivera,Elementary School - Public,40.793211,-73.94203
88552,P.S. 036 Unionport,Elementary School - Public,40.829383,-73.849978
3170,PS 7,Elementary School,40.739887,-73.882416
148168,P.S. 130,Elementary School - Public,40.759962,-73.783978
58101,P.S. 143 Louis Armstrong,Elementary School - Public,40.750462,-73.867777
4426,P.S. 112 Lefferts Park,Elementary School - Public,40.619415,-74.000559
30635,West Brooklyn Community High School,High school - Public,40.64283,-73.992532
39358,Transit Tech Career And Technical Education High School,High school - Public,40.678726,-73.875489
85995,P.S. 254 - The Rosa Parks School,Elementary School - Public,40.697283,-73.847943
158184,Challenge Preparatory Middle Charter,Charter School,40.605428,-73.751854
62631,P.S. 053 Basheer Quisim,Elementary School - Public,40.832626,-73.911919
64745,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle School - Public,40.754262,-73.887424
137007,"Bronx School For Law, Government And Justice",Secondary School - Public,40.827477,-73.919021
126106,Hyde Leadership Charter School,Charter School,40.815651,-73.88541
60565,P.S. 208 Elsa Ebeling,Elementary School - Public,40.642468,-73.930871
61810,Achievement First Apollo Charter,Charter School,40.677369,-73.884218
134882,"Jhs 45 & Wagner HSes Plgd, Jop",Intermediate School,40.799678,-73.934705
101766,Viib Day Treatment,Elementary School,40.660442,-73.887235
119233,P.S. 036 Saint Albans School,Elementary School - Public,40.691241,-73.763882
7534,P.S. 206 Joseph F Lamb,K-8 School - Public,40.597133,-73.948508
95956,P.S. K315,Elementary School - Public,40.632617,-73.954266
115735,PS 25,Elementary School,40.51219,-74.222434
90272,William Cullen Bryant High School,High school - Public,40.757529,-73.910793
61782,East New York Elementary School Of Excellence,Elementary School - Public,40.669542,-73.879194
106909,Rockaway Collegiate High School,High school - Public,40.586574,-73.823593
41646,Queens Academy High School,High school - Public,40.683783,-73.801011
73322,The Fresh Creek School,Elementary School - Public,40.654133,-73.894389
97537,Bronx School Of Law And Finance,High school - Public,40.877239,-73.91312
79931,P.S. 244 Richard R. Green,Elementary School - Public,40.647931,-73.925575
76605,South Bronx Academy For Applied Media,Junior High-Intermediate-Middle School - Public,40.818869,-73.905332
137911,P.S. 008 Isaac Varian,Elementary School - Public,40.872356,-73.883358
82698,The Math & Science Exploratory School,Junior High-Intermediate-Middle School - Public,40.68398,-73.980287
68522,Central Queens Academy Charter Schoo,Charter School,40.737331,-73.866418
107580,P.S. 159 Isaac Pitkin,Elementary School - Public,40.67602,-73.869675
137172,P.S. 033 Timothy Dwight,Elementary School - Public,40.861082,-73.901843
84955,Brooklyn Environmental Exploration School (Bees),Junior High-Intermediate-Middle School - Public,40.680607,-73.910708
58934,P.S. 124 Osmond A Church,K-8 School - Public,40.674537,-73.790289
97802,Success Academy Charter Sch-NYC 13,Charter School,40.675596,-73.799783
72100,Kipp Freedom Cs Middle School,Charter School,40.842595,-73.890993
125798,P.S. 333 Manhattan School For Children,K-8 School - Public,40.791462,-73.970972
3301,Manhattan International High School,High school - Public,40.765584,-73.959615
102263,P.S. 202 Ernest S. Jenkyns,Elementary School - Public,40.666102,-73.8763
125646,Wings Academy,High school - Public,40.841371,-73.875279
87432,Williamsburg Charter High School,Charter School,40.70351,-73.9358
197580,PS 21,Elementary School,40.631154,-74.144585
5401,P.S. 128 Bensonhurst,Elementary School - Public,40.604995,-73.995081
121767,Seward Park High School Annex,Academic High School,40.712251,-73.984118
21643,World View High School,High school - Public,40.88128,-73.887483
114996,P.S. 105 The Bay School,K-8 School - Public,40.59581,-73.781358
39964,P.S. 38 Roberto Clemente,Elementary School - Public,40.788683,-73.944768
90266,P.S. 151 Mary D. Carter,Elementary School - Public,40.757665,-73.908332
83593,Bronx Design And Construction Academy,High school - Public,40.818635,-73.91989
95579,Entrada Academy,Junior High-Intermediate-Middle School - Public,40.822205,-73.894432
163336,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle School - Public,40.745078,-73.766829
104369,P.S. 236 Mill Basin,Elementary School - Public,40.615731,-73.912386
97752,P.S. 140 Edward K Ellington,Elementary School - Public,40.687264,-73.78116
88964,PS 179,Special Education School,40.741755,-73.778273
114776,Frederick Douglass Academy Vi High School,High school - Public,40.601756,-73.763585
97687,P.S. 006 West Farms,Elementary School - Public,40.840719,-73.882417
90244,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle School - Public,40.759567,-73.912378
136983,Grant Avenue Elementary School,Elementary School - Public,40.828117,-73.917621
5783,Dr. Jacqueline Peek-Davis School,Elementary School - Public,40.673048,-73.91999
31442,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle School - Public,40.678911,-73.946506
76463,Roads Charter School I,High school - Charter,40.677518,-73.903988
68949,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle School - Public,40.737409,-73.887875
158744,Icahn Charter School 4,Charter School,40.856826,-73.843173
31794,Brooklyn School Of Inquiry,K-8 School - Public,40.606937,-73.986701
102493,I.S. 068 Isaac Bildersee,Junior High-Intermediate-Middle School - Public,40.635177,-73.910882
110831,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,K-8 School - Public,40.795047,-73.947862
71581,P.S. 107 Thomas A Dooley,Elementary School - Public,40.755511,-73.799399
73297,P.S. 105 Sen Abraham Bernstein,Elementary School - Public,40.852792,-73.86628
134262,P.S. 064 Robert Simon,Elementary School - Public,40.723767,-73.981723
84363,Manhattan Academy For Arts & Language,High school - Public,40.74647,-73.980994
122650,Explore Enrich Charter School,Charter School,40.704091,-73.986694
97015,I.S. 98 Bay Academy,Junior High-Intermediate-Middle School - Public,40.583767,-73.95403
162726,P.S. 173 Fresh Meadows,Elementary School - Public,40.734117,-73.79528
63875,P.S. 085 Judge Charles Vallone,Elementary School - Public,40.773072,-73.914977
4426,P.S. 112 Lefferts Park,Elementary School - Public,40.618432,-74.001633
33682,Cultural Arts Academy-Spring Creek,Charter School,40.654145,-73.908336
7259,"Brooklyn Latin School, The",High school - Public,40.709757,-73.944495
137899,P.S./M.S. 280 Mosholu Parkway,K-8 School - Public,40.87691,-73.88133
87059,Unity Prep Charter School,Secondary School - Charter,40.666217,-73.923876
104442,I.S. 125 Thom J. Mccann Woodside,Junior High-Intermediate-Middle School - Public,40.740562,-73.918683
86971,P.S. 034 John Harvard,Elementary School - Public,40.710905,-73.737639
137172,P.S. 033 Timothy Dwight,Elementary School - Public,40.861703,-73.901265
114499,Brooklyn International High School,High school - Public,40.697378,-73.984527
169421,Challenge Preparatory Charter School,Charter School,40.600219,-73.763852
85996,P.S. 066 Jacqueline Kennedy Onassis,Elementary School - Public,40.697952,-73.846093
49680,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle School - Public,40.640872,-74.00103
39350,P.S. 039 Henry Bristow,Elementary School - Public,40.66907,-73.983769
102766,Democracy Prep Harlem Charter HS Sch,Charter School,40.806209,-73.95193
40450,Innovation Diploma Plus,High school - Public,40.785965,-73.97405
75537,P.S. 067 Mohegan School,Elementary School - Public,40.843897,-73.884338
79116,Pelham Gardens Middle School,Junior High-Intermediate-Middle School - Public,40.864306,-73.836551
74934,Beginning With Children Charter School II,Elementary School - Charter,40.703877,-73.953477
104844,P.S. 043,K-8 School - Public,40.59456,-73.760518
162704,P.S. 090 Horace Mann,Elementary School - Public,40.696688,-73.839542
77095,Leon M. Goldstein High School For The Sciences,High school - Public,40.580301,-73.9351
62371,P.S. 150 Charles James Fox,Elementary School - Public,40.825835,-73.894347
112893,Edmund W Gordon Brooklyn Laboratory,Charter School,40.700316,-73.987231
162847,William E. Grady Career And Technical Education High School,High school - Public,40.583248,-73.96363
114323,P.S. 038 Rosedale,Elementary School - Public,40.67139,-73.733859
119675,PS 8,Elementary School,40.547467,-74.152295
91267,P.S. 253,Elementary School - Public,40.607306,-73.748841
165524,P.S. 192 - The Magnet School For Math And Science Inquiry,K-8 School - Public,40.62898,-73.979843
123480,Manhattan Charter School II,Charter School,40.713505,-73.986378
34552,P.S. 041 Greenwich Village,Elementary School - Public,40.7355,-73.999178
122506,The Urban Assembly School For Emergency Management,High school - Public,40.711254,-74.001642
105039,P.S. 086 Kingsbridge Heights,Elementary School - Public,40.869753,-73.898141
77517,PS 304 & Playground,Elementary School,40.692738,-73.950884
73646,P.S. 220 Edward Mandel,Elementary School - Public,40.736484,-73.85227
153562,The Maurice Sendak Community School,Elementary School - Public,40.671012,-73.987723
